#Variables:
#tasmax_bcc-csm1-1_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_inmcm4_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_inmcm4_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_inmcm4_rcp85(K),tasmax_inmcm4_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmax_NorESM1-M_rcp85(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_inmcm4_rcp85(K),tasmax_inmcm4_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmax_NorESM1-M_rcp85(K)
2039-10-15,298.454376,298.454376,296.738281,296.738281,300.113831,300.113831,296.103973,296.103973,297.315887,297.315887
2039-11-15,292.545013,292.545013,291.839661,291.839661,291.260803,291.260803,292.420929,292.420929,290.784851,290.784851
2039-12-15,282.444244,282.444244,289.659271,289.659271,286.260895,286.260895,288.231354,288.231354,284.570190,284.570190
2040-01-15,285.407928,285.407928,288.172913,288.172913,285.755920,285.755920,285.247406,285.247406,284.894226,284.894226
2040-02-15,283.957672,283.957672,289.698273,289.698273,286.409332,286.409332,286.413757,286.413757,287.716919,287.716919
2040-03-15,293.766846,293.766846,290.529114,290.529114,291.438202,291.438202,293.201172,293.201172,294.040588,294.040588
2040-04-15,296.052826,296.052826,296.871704,296.871704,296.156372,296.156372,299.430023,299.430023,296.094116,296.094116
2040-05-15,300.944946,300.944946,298.758759,298.758759,300.860931,300.860931,300.826111,300.826111,300.109833,300.109833
2040-06-15,309.011719,309.011719,304.263031,304.263031,304.223022,304.223022,305.025330,305.025330,305.399353,305.399353
2040-07-15,309.056458,309.056458,306.538177,306.538177,304.229279,304.229279,306.092834,306.092834,307.771240,307.771240
2040-08-15,307.477295,307.477295,309.183228,309.183228,305.188873,305.188873,305.026459,305.026459,306.960693,306.960693
2040-09-15,303.578491,303.578491,298.776917,298.776917,305.244568,305.244568,302.138550,302.138550,305.421265,305.421265
2040-10-15,295.389740,295.389740,292.461548,292.461548,298.986877,298.986877,295.111115,295.111115,298.262360,298.262360
2040-11-15,289.712524,289.712524,293.197540,293.197540,293.410126,293.410126,292.001923,292.001923,296.349792,296.349792
2040-12-15,285.717926,285.717926,287.118347,287.118347,284.626099,284.626099,286.374451,286.374451,286.925232,286.925232
2041-01-15,287.581268,287.581268,282.606750,282.606750,285.131866,285.131866,284.157623,284.157623,283.926422,283.926422
2041-02-15,288.378571,288.378571,284.461029,284.461029,285.059265,285.059265,290.388611,290.388611,289.551270,289.551270
2041-03-15,294.007568,294.007568,291.043396,291.043396,292.982727,292.982727,296.231171,296.231171,294.092804,294.092804
2041-04-15,298.382629,298.382629,297.774872,297.774872,298.158783,298.158783,298.747040,298.747040,296.135651,296.135651
2041-05-15,300.698059,300.698059,301.077789,301.077789,299.957916,299.957916,301.965088,301.965088,301.670807,301.670807
2041-06-15,305.926147,305.926147,303.581848,303.581848,302.124908,302.124908,306.752441,306.752441,304.765442,304.765442
2041-07-15,307.559204,307.559204,307.172241,307.172241,303.930847,303.930847,306.542175,306.542175,306.435791,306.435791
2041-08-15,305.259247,305.259247,308.213715,308.213715,304.116241,304.116241,305.774536,305.774536,306.019897,306.019897
2041-09-15,302.071991,302.071991,300.570435,300.570435,300.138519,300.138519,304.467743,304.467743,300.652374,300.652374
2041-10-15,293.416199,293.416199,295.868164,295.868164,293.975189,293.975189,298.245514,298.245514,299.222931,299.222931
2041-11-15,290.400940,290.400940,291.320038,291.320038,291.122284,291.122284,294.447784,294.447784,293.838928,293.838928
2041-12-15,285.285767,285.285767,285.620728,285.620728,283.844513,283.844513,289.274445,289.274445,289.152527,289.152527
2042-01-15,287.104767,287.104767,285.740845,285.740845,282.967682,282.967682,287.200043,287.200043,284.838013,284.838013
2042-02-15,284.805878,284.805878,289.613129,289.613129,287.476959,287.476959,289.112579,289.112579,290.718658,290.718658
2042-03-15,294.647919,294.647919,294.696503,294.696503,290.049957,290.049957,293.562683,293.562683,294.200073,294.200073
2042-04-15,298.307739,298.307739,295.914124,295.914124,295.651978,295.651978,297.945770,297.945770,300.734497,300.734497
2042-05-15,299.256104,299.256104,299.832092,299.832092,299.034332,299.034332,299.296997,299.296997,302.417786,302.417786
2042-06-15,304.547424,304.547424,301.405304,301.405304,303.519592,303.519592,304.375275,304.375275,305.894745,305.894745
2042-07-15,306.497437,306.497437,304.084442,304.084442,306.425720,306.425720,308.049774,308.049774,309.192230,309.192230
2042-08-15,306.648651,306.648651,304.186493,304.186493,305.161316,305.161316,306.515564,306.515564,306.297791,306.297791
2042-09-15,301.024048,301.024048,301.566864,301.566864,301.864960,301.864960,302.665833,302.665833,302.392975,302.392975
2042-10-15,296.749359,296.749359,297.289703,297.289703,295.904022,295.904022,297.190399,297.190399,299.358490,299.358490
2042-11-15,291.270508,291.270508,293.059631,293.059631,290.569824,290.569824,292.632050,292.632050,291.274536,291.274536
2042-12-15,286.045044,286.045044,291.460754,291.460754,285.802887,285.802887,286.050903,286.050903,286.781158,286.781158
2043-01-15,290.313904,290.313904,290.139099,290.139099,286.505035,286.505035,287.311279,287.311279,288.296844,288.296844
2043-02-15,290.643433,290.643433,289.992310,289.992310,287.907532,287.907532,284.985535,284.985535,289.525543,289.525543
2043-03-15,292.995422,292.995422,294.414795,294.414795,289.387085,289.387085,290.411530,290.411530,295.193756,295.193756
2043-04-15,295.866577,295.866577,296.342468,296.342468,296.617981,296.617981,297.698334,297.698334,298.992554,298.992554
2043-05-15,302.811249,302.811249,302.518311,302.518311,299.850739,299.850739,301.435181,301.435181,302.809113,302.809113
2043-06-15,308.288849,308.288849,308.882538,308.882538,304.639038,304.639038,305.619751,305.619751,303.983856,303.983856
2043-07-15,307.535370,307.535370,307.001862,307.001862,306.799042,306.799042,306.001953,306.001953,304.508392,304.508392
2043-08-15,309.338257,309.338257,309.065399,309.065399,308.613678,308.613678,304.608368,304.608368,303.544098,303.544098
2043-09-15,302.322906,302.322906,300.941742,300.941742,303.894165,303.894165,301.732025,301.732025,301.373901,301.373901
2043-10-15,296.436188,296.436188,296.046844,296.046844,300.481262,300.481262,295.872009,295.872009,299.945648,299.945648
2043-11-15,290.699310,290.699310,293.147034,293.147034,291.780670,291.780670,291.184418,291.184418,294.740051,294.740051
2043-12-15,284.031219,284.031219,286.314819,286.314819,287.240265,287.240265,287.418793,287.418793,286.729401,286.729401
2044-01-15,284.139313,284.139313,286.471130,286.471130,282.531555,282.531555,284.412323,284.412323,280.059753,280.059753
2044-02-15,287.547272,287.547272,286.641449,286.641449,285.694122,285.694122,287.967712,287.967712,292.464752,292.464752
2044-03-15,293.911652,293.911652,295.443573,295.443573,295.549713,295.549713,292.838318,292.838318,293.464630,293.464630
2044-04-15,299.210480,299.210480,297.409363,297.409363,300.300720,300.300720,300.143585,300.143585,294.609863,294.609863
2044-05-15,299.805542,299.805542,301.900635,301.900635,300.841949,300.841949,302.441681,302.441681,301.810181,301.810181
2044-06-15,304.399048,304.399048,304.150482,304.150482,305.435577,305.435577,304.279633,304.279633,304.381195,304.381195
2044-07-15,306.939270,306.939270,303.390503,303.390503,305.978394,305.978394,305.126801,305.126801,307.301971,307.301971
2044-08-15,303.501099,303.501099,307.324158,307.324158,307.073914,307.073914,307.720917,307.720917,306.775146,306.775146
2044-09-15,301.855591,301.855591,303.466400,303.466400,306.998596,306.998596,302.453430,302.453430,303.921509,303.921509
2044-10-15,297.677002,297.677002,298.047668,298.047668,297.429413,297.429413,300.314209,300.314209,293.635986,293.635986
2044-11-15,294.857422,294.857422,294.803436,294.803436,292.483307,292.483307,292.142517,292.142517,289.505554,289.505554
2044-12-15,286.750732,286.750732,288.438416,288.438416,285.612701,285.612701,290.603638,290.603638,287.814758,287.814758
2045-01-15,284.505768,284.505768,283.309174,283.309174,287.794098,287.794098,288.604095,288.604095,283.976379,283.976379
2045-02-15,288.611115,288.611115,287.698364,287.698364,283.090179,283.090179,289.167328,289.167328,282.040100,282.040100
2045-03-15,295.621765,295.621765,293.034332,293.034332,289.092041,289.092041,294.332245,294.332245,287.967468,287.967468
2045-04-15,298.171417,298.171417,294.878571,294.878571,298.314636,298.314636,298.239777,298.239777,297.037964,297.037964
2045-05-15,301.744812,301.744812,301.715759,301.715759,299.716278,299.716278,299.948608,299.948608,302.776733,302.776733
2045-06-15,304.206024,304.206024,306.600311,306.600311,305.027802,305.027802,304.883087,304.883087,307.065521,307.065521
2045-07-15,304.472504,304.472504,306.356079,306.356079,307.149750,307.149750,307.388855,307.388855,307.881317,307.881317
2045-08-15,306.461853,306.461853,305.297913,305.297913,308.273651,308.273651,307.542084,307.542084,308.853302,308.853302
2045-09-15,301.851624,301.851624,300.854126,300.854126,304.203339,304.203339,301.844116,301.844116,304.789825,304.789825
2045-10-15,301.161713,301.161713,295.981812,295.981812,298.359467,298.359467,299.614868,299.614868,299.625305,299.625305
2045-11-15,292.268738,292.268738,292.706665,292.706665,291.315399,291.315399,293.107086,293.107086,292.259003,292.259003
2045-12-15,285.352142,285.352142,287.800049,287.800049,287.047760,287.047760,287.121399,287.121399,286.707703,286.707703
2046-01-15,282.105927,282.105927,284.968750,284.968750,284.932709,284.932709,285.499725,285.499725,289.211029,289.211029
2046-02-15,287.009735,287.009735,288.416718,288.416718,286.654785,286.654785,290.273590,290.273590,288.760834,288.760834
2046-03-15,293.325378,293.325378,294.708679,294.708679,290.433502,290.433502,290.372406,290.372406,295.855347,295.855347
2046-04-15,297.464569,297.464569,296.462219,296.462219,294.621246,294.621246,298.145782,298.145782,299.726013,299.726013
2046-05-15,305.302765,305.302765,300.152435,300.152435,300.462524,300.462524,302.816833,302.816833,302.466766,302.466766
2046-06-15,306.751526,306.751526,303.202942,303.202942,303.821381,303.821381,305.328308,305.328308,305.460541,305.460541
2046-07-15,306.362976,306.362976,304.914917,304.914917,307.985504,307.985504,305.679108,305.679108,306.176666,306.176666
2046-08-15,306.797882,306.797882,302.928101,302.928101,306.397278,306.397278,304.520264,304.520264,307.364716,307.364716
2046-09-15,301.469208,301.469208,300.577301,300.577301,303.770874,303.770874,300.062225,300.062225,301.188568,301.188568
2046-10-15,299.770416,299.770416,294.968445,294.968445,294.346497,294.346497,295.144745,295.144745,297.445923,297.445923
2046-11-15,292.729431,292.729431,293.365936,293.365936,290.514923,290.514923,293.188171,293.188171,292.120575,292.120575
2046-12-15,290.301331,290.301331,289.745056,289.745056,285.189484,285.189484,288.697113,288.697113,286.146790,286.146790
2047-01-15,284.514893,284.514893,282.208588,282.208588,285.484558,285.484558,287.016632,287.016632,284.468842,284.468842
2047-02-15,284.319580,284.319580,283.684845,283.684845,285.101074,285.101074,290.719818,290.719818,285.080627,285.080627
2047-03-15,295.224060,295.224060,291.854309,291.854309,291.738403,291.738403,296.153412,296.153412,293.067902,293.067902
2047-04-15,299.868225,299.868225,296.439423,296.439423,295.957703,295.957703,300.153595,300.153595,299.060974,299.060974
2047-05-15,305.489227,305.489227,303.675507,303.675507,303.049011,303.049011,301.229309,301.229309,302.376953,302.376953
2047-06-15,309.273468,309.273468,307.118774,307.118774,305.347443,305.347443,305.910065,305.910065,305.112305,305.112305
2047-07-15,308.937683,308.937683,309.276520,309.276520,308.813080,308.813080,306.123322,306.123322,307.542603,307.542603
2047-08-15,308.455872,308.455872,305.580658,305.580658,308.764862,308.764862,306.645752,306.645752,304.620880,304.620880
2047-09-15,303.160797,303.160797,303.709412,303.709412,305.745148,305.745148,303.462830,303.462830,302.931580,302.931580
2047-10-15,297.260284,297.260284,297.240967,297.240967,299.298462,299.298462,298.862976,298.862976,299.141785,299.141785
2047-11-15,295.313904,295.313904,295.019348,295.019348,290.848572,290.848572,294.327515,294.327515,291.434204,291.434204
2047-12-15,286.161469,286.161469,292.358398,292.358398,285.516968,285.516968,284.692078,284.692078,286.167053,286.167053
2048-01-15,284.416168,284.416168,286.359253,286.359253,287.151764,287.151764,285.700470,285.700470,280.309204,280.309204
2048-02-15,287.495819,287.495819,289.480042,289.480042,287.283417,287.283417,288.050690,288.050690,291.212982,291.212982
2048-03-15,288.932800,288.932800,294.709808,294.709808,293.315704,293.315704,292.598969,292.598969,295.923096,295.923096
2048-04-15,293.967896,293.967896,296.692322,296.692322,295.872955,295.872955,300.402893,300.402893,300.178741,300.178741
2048-05-15,301.587006,301.587006,301.549835,301.549835,297.745392,297.745392,303.999146,303.999146,303.776428,303.776428
2048-06-15,307.150299,307.150299,307.746277,307.746277,303.142639,303.142639,307.661835,307.661835,309.784088,309.784088
2048-07-15,309.149689,309.149689,307.302673,307.302673,304.944275,304.944275,306.706787,306.706787,310.210815,310.210815
2048-08-15,306.455353,306.455353,305.396454,305.396454,303.450226,303.450226,307.500458,307.500458,308.935822,308.935822
2048-09-15,304.991821,304.991821,303.501678,303.501678,300.692780,300.692780,303.214935,303.214935,303.844177,303.844177
2048-10-15,297.216278,297.216278,296.136963,296.136963,293.693207,293.693207,297.459412,297.459412,297.074585,297.074585
2048-11-15,293.041779,293.041779,293.525177,293.525177,291.111664,291.111664,291.900604,291.900604,291.570526,291.570526
2048-12-15,286.446960,286.446960,287.942108,287.942108,283.937164,283.937164,288.468018,288.468018,287.813599,287.813599
2049-01-15,283.466461,283.466461,287.851929,287.851929,283.239807,283.239807,287.238617,287.238617,287.551727,287.551727
2049-02-15,287.423737,287.423737,289.458405,289.458405,286.999359,286.999359,287.035126,287.035126,289.248444,289.248444
2049-03-15,297.964752,297.964752,295.367065,295.367065,292.820496,292.820496,293.012390,293.012390,295.353912,295.353912
2049-04-15,301.684845,301.684845,298.383636,298.383636,298.645386,298.645386,299.458405,299.458405,297.777191,297.777191
2049-05-15,304.366241,304.366241,301.376251,301.376251,300.553619,300.553619,304.056335,304.056335,300.629486,300.629486
2049-06-15,307.465790,307.465790,306.573517,306.573517,302.727875,302.727875,304.808197,304.808197,305.485840,305.485840
2049-07-15,309.002075,309.002075,310.728088,310.728088,303.290955,303.290955,306.973419,306.973419,307.031097,307.031097
2049-08-15,307.213654,307.213654,309.161163,309.161163,303.900787,303.900787,307.758270,307.758270,306.871063,306.871063
2049-09-15,302.668854,302.668854,307.304565,307.304565,303.424896,303.424896,304.434784,304.434784,305.144745,305.144745
2049-10-15,295.729248,295.729248,297.058411,297.058411,299.413727,299.413727,298.707916,298.707916,298.021606,298.021606
2049-11-15,289.185486,289.185486,292.677032,292.677032,290.835999,290.835999,295.323883,295.323883,292.142029,292.142029
2049-12-15,286.053650,286.053650,287.604919,287.604919,283.034882,283.034882,290.078461,290.078461,288.400787,288.400787
2050-01-15,286.670959,286.670959,281.927979,281.927979,284.920013,284.920013,287.886475,287.886475,291.424805,291.424805
2050-02-15,289.276184,289.276184,287.552551,287.552551,287.947693,287.947693,292.767273,292.767273,291.056580,291.056580
2050-03-15,295.534943,295.534943,293.065704,293.065704,293.102081,293.102081,297.941620,297.941620,293.520844,293.520844
2050-04-15,301.495056,301.495056,295.758484,295.758484,297.105164,297.105164,303.465027,303.465027,300.398102,300.398102
2050-05-15,304.517365,304.517365,300.044128,300.044128,301.602478,301.602478,303.136719,303.136719,301.379333,301.379333
2050-06-15,305.869995,305.869995,301.771210,301.771210,303.417145,303.417145,304.552765,304.552765,306.597504,306.597504
2050-07-15,308.496033,308.496033,305.119202,305.119202,307.141602,307.141602,306.156891,306.156891,305.753723,305.753723
2050-08-15,304.696167,304.696167,305.082825,305.082825,304.494751,304.494751,307.174744,307.174744,306.600433,306.600433
2050-09-15,304.408722,304.408722,303.117371,303.117371,301.128021,301.128021,303.287109,303.287109,304.102997,304.102997
2050-10-15,299.461029,299.461029,300.320526,300.320526,300.814117,300.814117,297.825867,297.825867,296.564240,296.564240
2050-11-15,291.354645,291.354645,292.205292,292.205292,290.131744,290.131744,295.187378,295.187378,292.973511,292.973511
2050-12-15,287.986267,287.986267,288.718536,288.718536,281.985077,281.985077,293.627350,293.627350,288.123993,288.123993
