#Variables:
#tasmax_bcc-csm1-1_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_inmcm4_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_inmcm4_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_MIROC5_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_NorESM1-M_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmin_CNRM-CM5_rcp85(K),tasmax_inmcm4_rcp85(K),tasmin_inmcm4_rcp85(K),tasmax_MIROC5_rcp85(K),tasmin_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmin_NorESM1-M_rcp85(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmin_CNRM-CM5_rcp85(K),tasmax_inmcm4_rcp85(K),tasmin_inmcm4_rcp85(K),tasmax_MIROC5_rcp85(K),tasmin_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmin_NorESM1-M_rcp85(K)
2084-10-15,296.718475,285.663300,298.335083,284.747406,295.621918,283.621979,300.935944,288.378235,299.539856,288.437256
2084-11-15,291.319214,279.580994,296.403015,283.669312,293.895477,278.787384,294.649689,278.509705,290.989349,278.469788
2084-12-15,289.985748,276.298645,290.102295,279.054382,285.545959,276.270844,292.416351,279.812256,293.447144,282.255707
2085-01-15,291.913879,279.557678,287.607117,276.317932,286.633911,277.636841,291.332947,278.023438,294.826630,282.681427
2085-02-15,291.391663,278.363342,290.176239,278.364899,287.568329,274.868683,293.682800,280.165131,293.996002,280.194336
2085-03-15,294.925568,280.835266,295.674866,283.222656,292.987671,280.825104,297.884857,284.665802,297.771454,281.453796
2085-04-15,296.449646,282.266479,300.034607,285.693207,300.601471,286.079559,305.452637,289.059174,300.473480,284.038055
2085-05-15,303.272522,289.646454,301.746124,290.479431,300.631134,289.047455,304.477570,291.213867,303.471344,290.709839
2085-06-15,311.316620,296.306152,307.006683,296.114319,305.163361,294.379730,306.579254,294.577942,306.834534,294.503296
2085-07-15,314.202362,300.226959,311.017822,298.591736,308.557281,295.684753,310.758972,296.784546,308.510925,295.887634
2085-08-15,311.055664,299.147491,309.072632,297.582794,309.511841,296.669189,308.721497,296.581818,309.292450,296.245728
2085-09-15,310.030396,297.754517,302.912201,291.411346,300.265411,292.506165,305.017578,294.232483,307.230438,295.430542
2085-10-15,304.104065,292.437561,301.633453,287.007538,295.190338,285.361847,299.705109,287.904938,299.582245,288.311890
2085-11-15,294.527374,282.405975,295.481628,283.852356,286.821625,277.541718,292.221100,279.866272,295.792267,286.495880
2085-12-15,287.482849,275.188904,292.430756,283.169800,283.730804,274.024200,285.894806,273.681641,286.480927,276.109985
2086-01-15,284.268463,273.112366,287.024078,276.122589,287.008728,276.627655,287.417969,275.299377,290.510864,279.160248
2086-02-15,294.300995,279.508789,286.259949,274.890808,286.644440,275.634705,286.191864,273.546844,296.379639,283.299866
2086-03-15,294.668945,281.563080,292.182312,279.620087,292.852081,280.188171,295.489807,280.736115,295.202118,281.387787
2086-04-15,298.609558,284.928558,299.651276,286.986694,295.196381,283.343140,300.321106,286.961304,300.589447,283.815857
2086-05-15,303.736481,290.977631,300.595428,288.540283,300.555969,288.528076,303.269318,290.581055,302.794708,289.315674
2086-06-15,311.458496,297.565552,306.284149,294.742798,304.728455,293.699493,308.528961,294.467560,308.657166,295.619781
2086-07-15,313.720825,301.339844,306.646393,296.999481,307.564423,296.965729,309.319336,297.748444,310.073792,296.081055
2086-08-15,309.198608,298.314331,307.515442,297.193207,309.197510,297.298859,309.604523,296.280273,310.016785,296.598450
2086-09-15,305.841339,295.622498,302.208160,295.083038,303.446747,291.487610,304.714966,295.303497,308.284821,294.135223
2086-10-15,300.528046,288.482025,296.523010,286.939728,298.622803,282.980286,301.378265,290.053436,299.716492,288.520874
2086-11-15,295.368927,283.118988,292.700684,281.527405,292.133850,278.842285,293.314819,279.993469,296.158051,283.709625
2086-12-15,286.531525,274.562622,288.535309,277.888428,287.884216,277.066406,286.760040,275.181641,289.178467,279.226746
2087-01-15,284.178741,274.874878,287.287750,277.047821,286.697937,275.425354,285.941101,273.596954,287.077881,276.640350
2087-02-15,292.836975,279.655823,292.434479,279.643585,284.618011,273.574066,288.836853,275.778748,288.355438,276.752197
2087-03-15,293.712494,280.250916,294.554108,282.733856,292.793945,281.627411,295.136993,282.895477,295.370941,281.248627
2087-04-15,300.589813,286.607025,296.295044,284.677673,295.932098,284.192047,300.388763,288.885895,300.124359,285.048401
2087-05-15,304.465179,290.777985,302.052155,291.001434,303.776672,291.721405,303.382050,290.436981,301.994507,290.480835
2087-06-15,307.077820,294.336884,303.125305,294.226837,305.472534,294.101105,308.322723,295.601959,307.211212,294.529907
2087-07-15,311.842529,298.212250,305.529510,296.354248,309.772247,297.562592,308.343994,296.293030,309.709808,296.810181
2087-08-15,310.406128,297.227844,305.519806,295.884460,307.937225,295.707916,309.123199,296.543732,305.134888,294.467804
2087-09-15,305.471375,294.749847,302.588013,292.438385,307.979340,296.012970,304.793335,294.148621,300.604004,292.527679
2087-10-15,298.426239,288.051514,299.288940,286.286896,298.318481,286.437714,299.615631,288.661835,301.378693,289.645355
2087-11-15,297.006805,285.826233,293.839844,280.651886,291.792328,282.378326,295.560516,282.670990,295.795898,284.033661
2087-12-15,287.945099,275.402252,291.403870,280.248169,287.762665,277.895966,287.410034,275.316345,286.576050,277.809753
2088-01-15,289.903778,276.629669,288.668243,276.416565,285.984375,275.828308,288.843048,275.002319,284.705963,274.087555
2088-02-15,289.902802,276.244781,293.711426,281.593292,289.931488,276.984589,292.928528,280.017639,290.040314,276.535553
2088-03-15,295.596252,279.309479,294.730682,281.251556,291.231140,279.867035,295.530182,281.939423,295.691345,280.626099
2088-04-15,304.922211,288.015442,299.898285,286.584839,298.979584,284.610260,302.128387,288.607117,301.508606,287.618286
2088-05-15,305.811005,290.978760,301.939301,290.591705,305.541077,286.959076,306.203644,290.378571,304.512268,291.656372
2088-06-15,310.001404,295.929810,305.842346,295.637573,309.170532,294.866241,306.423645,295.075012,308.948853,295.118103
2088-07-15,310.841064,298.058380,308.131165,297.755096,311.655609,297.755249,307.729126,296.242340,310.314972,296.949860
2088-08-15,307.513245,294.878204,308.610809,296.777863,313.535278,297.336914,306.780304,295.289642,309.648529,296.011078
2088-09-15,307.741791,293.823639,304.837891,295.408417,308.463715,294.629059,304.830292,292.507690,308.358063,294.433441
2088-10-15,299.961121,288.746460,299.015533,287.716125,300.291656,283.280212,301.063660,287.232025,301.141846,285.717987
2088-11-15,291.386322,277.597961,293.046906,280.556671,297.032166,281.521820,295.753052,282.843628,296.884705,282.400848
2088-12-15,290.724548,279.634155,286.286255,275.974579,285.776337,274.718079,289.951691,277.828125,293.547058,283.309845
2089-01-15,287.581970,275.518951,286.493011,276.175903,282.021790,274.462219,291.837463,279.676941,287.420685,275.104462
2089-02-15,288.489655,277.285583,289.308350,277.646057,286.935364,275.915680,289.890961,277.320648,291.960602,276.661407
2089-03-15,296.051147,280.608795,293.934998,281.633606,292.513794,280.813843,297.384857,283.675140,298.976227,283.197327
2089-04-15,301.592499,288.283356,298.621246,284.089203,300.425415,287.337952,299.117371,284.904816,302.272461,286.999908
2089-05-15,306.228882,291.470856,301.167297,290.653107,302.090759,289.693665,305.608490,291.816284,304.243805,292.349426
2089-06-15,311.067810,297.727936,304.660004,293.531189,306.744171,294.372986,308.864044,297.268738,311.456635,296.635620
2089-07-15,311.878601,298.822418,307.519165,297.592773,304.161865,296.433929,309.884827,297.748138,307.294952,296.622223
2089-08-15,312.850494,299.757629,310.659149,298.674469,305.194336,297.396454,309.839264,297.028198,310.200287,296.114014
2089-09-15,306.661621,295.414734,303.604156,293.406860,304.250397,292.817841,302.966400,291.240112,307.818573,294.851654
2089-10-15,298.830505,288.767944,301.864716,290.680786,298.399261,287.309540,300.004333,286.668335,301.896118,290.971741
2089-11-15,290.990234,279.874573,294.154785,282.716034,291.598145,280.714478,292.501434,278.605957,296.883301,286.491211
2089-12-15,288.506714,276.749390,286.653259,275.696442,287.825226,277.563507,286.418365,275.249756,291.571930,279.738861
2090-01-15,284.558838,272.582306,288.159332,277.025635,287.505157,276.571747,286.245728,273.916229,288.904480,276.056915
2090-02-15,289.837860,276.083038,294.002197,281.606506,288.362640,277.196350,288.240936,276.401550,287.565857,276.285248
2090-03-15,296.185272,279.856110,294.560974,281.771667,289.966980,279.290680,293.372375,280.695404,296.085815,281.966766
2090-04-15,305.214294,288.444489,300.682129,287.378876,297.855316,284.874481,301.044464,286.058594,299.139282,286.629425
2090-05-15,309.772400,295.590698,302.591858,291.324066,301.772339,288.308350,303.573425,290.968506,304.805511,291.135498
2090-06-15,311.943298,298.791229,306.627380,296.066223,310.829590,294.126068,306.565308,294.767639,311.407166,296.367126
2090-07-15,313.612854,300.068939,307.045776,296.949829,308.304535,297.097961,307.144531,296.243073,314.351776,297.759521
2090-08-15,311.218292,300.112579,306.397217,296.446045,308.688934,297.938568,306.048248,295.108368,309.010040,296.183777
2090-09-15,304.999054,293.609863,303.247406,294.582184,305.269562,293.666229,303.548889,293.837952,304.551910,294.173828
2090-10-15,301.423859,291.134918,296.364197,284.697144,297.513855,286.218781,299.324219,286.318176,300.060364,290.667450
2090-11-15,299.661316,287.944397,294.000214,283.824219,296.016327,284.057739,295.480865,284.510773,295.709808,283.149689
2090-12-15,288.501526,277.848999,287.153992,277.495728,287.737396,275.521454,288.726288,276.790894,289.831055,279.434448
2091-01-15,286.154358,274.217804,286.343323,276.731781,286.726440,275.466156,288.083984,276.377686,285.406860,273.194641
2091-02-15,287.917633,275.534882,291.386414,279.569611,290.842255,278.930420,287.868256,275.959351,291.778839,278.020111
2091-03-15,294.466614,280.341248,292.984009,279.798309,292.843689,279.913544,295.607239,283.526215,293.329712,279.877747
2091-04-15,300.558533,285.473083,298.640320,286.838928,300.772430,287.337128,299.962952,286.261047,300.059753,286.387360
2091-05-15,306.563873,292.180511,302.555237,291.011047,303.029327,289.214630,304.029266,289.937561,305.048309,291.408630
2091-06-15,310.593872,297.027191,305.546783,295.201813,305.202026,294.835022,308.364441,295.260742,309.497742,296.515228
2091-07-15,312.484955,299.578339,308.601166,297.966827,309.543427,296.725677,306.580414,296.096832,311.206604,297.750977
2091-08-15,309.573853,298.031403,307.022186,297.491577,310.959686,298.349274,308.878448,297.114868,308.824402,297.657806
2091-09-15,305.738831,293.330750,302.299255,292.169434,302.669708,294.291840,303.043945,292.338562,306.867584,294.686798
2091-10-15,301.186615,288.211945,302.316193,290.404022,295.593048,283.407501,299.675995,286.578033,302.255585,287.262238
2091-11-15,295.840881,283.723236,298.020691,285.356323,292.154663,280.621368,294.672699,282.684570,298.581238,286.966339
2091-12-15,288.118042,277.853546,290.717468,279.462677,285.856537,275.061401,288.283844,276.391968,288.427460,279.678070
2092-01-15,286.634583,275.103699,289.519318,277.966705,283.122620,272.001770,290.831787,280.305847,288.831329,277.530792
2092-02-15,285.949249,274.572693,294.237244,281.958069,288.836456,277.000122,286.510101,275.005859,290.629486,276.903442
2092-03-15,296.713470,282.415100,295.561279,282.494934,292.909546,281.892853,296.544922,281.913544,295.723572,283.208466
2092-04-15,300.293030,286.600403,301.099884,286.900452,297.442719,285.755676,301.490875,288.418793,297.881165,286.312622
2092-05-15,307.237549,292.895630,304.123901,292.663971,300.963440,289.511780,305.614990,292.189240,305.404602,290.919159
2092-06-15,311.049469,297.757904,305.696991,294.334991,304.838898,293.991791,307.916473,295.847046,309.824036,296.005280
2092-07-15,313.302887,300.899078,306.773987,297.376190,306.330383,296.903870,309.538544,298.220398,309.543976,297.483459
2092-08-15,310.714844,299.075714,306.626038,295.973450,305.745819,297.165741,310.827484,298.056671,307.224213,296.298645
2092-09-15,307.960083,297.545837,302.654419,291.056458,304.379852,291.756531,304.866760,292.476440,304.627289,294.935577
2092-10-15,300.761139,290.307800,297.625000,285.814301,300.384949,289.369110,299.729797,285.975342,301.374359,290.195648
2092-11-15,293.461365,281.680939,295.162811,282.760864,293.326843,281.756287,294.520203,280.987091,294.425354,281.921387
2092-12-15,285.047211,274.879059,293.310547,282.911163,286.669373,276.409332,293.818604,281.075226,288.995270,276.434174
2093-01-15,286.087006,275.749115,285.794556,275.350311,283.984070,273.343719,288.883636,275.901917,289.765625,278.345337
2093-02-15,291.407379,278.282013,286.384338,275.372345,289.307739,277.178284,294.828766,280.264954,289.457245,275.523346
2093-03-15,292.833221,280.901031,288.805542,276.236877,298.461670,284.180511,299.993317,285.481659,297.639343,283.999481
2093-04-15,301.485504,286.976868,296.196014,283.620575,296.914429,283.259552,302.158417,287.606964,300.215637,284.000916
2093-05-15,306.683075,292.604156,300.751984,290.351990,301.775665,290.944214,306.098511,291.020294,304.512451,288.927399
2093-06-15,310.531464,296.814728,305.077911,295.426086,303.449158,293.939240,308.076050,296.013275,307.445496,294.063110
2093-07-15,311.820496,299.705902,308.716034,298.215088,307.306213,296.779816,310.032043,297.263153,307.711273,297.200836
2093-08-15,310.654724,298.577271,306.789734,297.393494,304.729187,296.352448,307.493225,296.135101,311.246094,296.634399
2093-09-15,304.538788,295.668457,300.907013,292.585907,304.606903,294.755188,306.900879,295.105896,305.496704,294.772797
2093-10-15,300.170074,287.926788,298.563263,289.539429,295.974335,287.317169,303.876587,289.188660,301.077942,289.575073
2093-11-15,293.166718,279.111816,294.924103,281.570129,292.481903,282.002869,291.698029,277.930634,296.019531,283.725586
2093-12-15,290.061920,277.238281,286.997314,276.268677,285.081696,274.048859,289.986755,277.930481,292.038757,282.627167
2094-01-15,290.782593,278.315735,291.413177,281.756927,286.712738,276.538849,289.576050,276.172424,288.213104,276.196106
2094-02-15,289.826416,276.905945,292.494873,280.285156,291.376129,279.662506,291.382202,277.505707,296.174469,281.830200
2094-03-15,294.371826,280.325043,295.690430,281.967041,293.560547,281.130249,296.083832,281.393890,300.468933,285.686676
2094-04-15,301.036926,287.977509,297.866241,284.456543,296.706146,284.517456,300.593353,284.566223,303.202240,289.190125
2094-05-15,302.239532,289.409607,302.764832,290.630035,302.454498,290.512451,302.582794,290.346497,306.821686,293.752136
2094-06-15,310.031616,295.773590,306.547577,296.110077,305.992035,293.741211,306.427795,294.493927,311.721405,296.444977
2094-07-15,311.746033,299.641785,309.822418,299.118805,307.799194,296.927948,309.192200,296.847534,310.113251,296.798645
2094-08-15,308.742279,298.624939,308.618500,298.295990,306.203033,295.582214,309.764618,296.828094,310.536865,296.655273
2094-09-15,310.400269,298.220978,305.169861,294.985748,303.375580,291.395203,307.228363,293.945709,305.528137,295.111816
2094-10-15,297.760681,287.198914,299.550079,290.654358,296.654572,287.413971,302.236969,286.287537,298.026245,287.585266
2094-11-15,290.249359,279.887695,292.334930,279.272339,293.494995,283.547882,297.367493,283.464172,296.682495,281.658875
2094-12-15,284.903229,274.307159,290.638062,279.083832,286.330475,277.187500,294.130035,281.570312,292.314850,284.465607
2095-01-15,285.577576,276.543701,288.577576,277.302399,283.655426,272.711395,290.539185,277.068939,286.571167,275.787842
2095-02-15,289.978790,278.195099,292.489594,279.860321,288.592590,276.569611,287.835052,275.429932,290.428406,276.445435
2095-03-15,293.104950,279.404480,295.380737,282.160431,293.193115,281.975922,294.823669,280.950378,294.219147,281.009155
2095-04-15,302.257507,288.204254,298.397736,286.335846,296.123016,284.406952,299.640350,285.745422,298.058044,285.840973
2095-05-15,304.626404,290.660400,304.383087,292.650757,300.799988,289.615295,304.559174,290.989807,304.959290,292.577179
2095-06-15,310.235626,297.640045,309.893890,296.807037,302.848053,294.499847,309.876984,296.374451,310.767090,294.885803
2095-07-15,311.822906,299.372620,313.135223,300.809753,305.395905,297.176514,308.066284,297.159973,309.545898,297.098419
2095-08-15,311.644226,299.209167,312.187347,299.876312,307.013123,297.944458,309.499084,297.718872,310.189117,297.416931
2095-09-15,305.954895,294.549622,304.253204,294.971588,302.337585,293.185547,305.172150,294.634247,307.041138,296.245300
2095-10-15,300.340607,288.237640,299.997681,286.493317,296.011353,287.619202,299.802307,286.371948,299.278717,290.534790
2095-11-15,295.240906,282.548981,293.089142,281.140106,292.607452,281.434021,295.949066,283.113342,296.577942,282.008270
2095-12-15,291.401337,279.959534,289.132660,278.039185,286.806000,277.452118,292.348816,280.629700,292.154358,282.003662
